Empirical aplication  swissRailWays  has began at: 2023-06-15 18:49:49 
Batch 1957 / 2000  time:  2023-06-29 07:40:12 
Batch 1958 / 2000  time:  2023-06-29 07:50:11 
Batch 1959 / 2000  time:  2023-06-29 08:00:03 
Batch 1960 / 2000  time:  2023-06-29 08:10:06 
Batch 1961 / 2000  time:  2023-06-29 08:20:01 
Batch 1962 / 2000  time:  2023-06-29 08:29:59 
Batch 1963 / 2000  time:  2023-06-29 08:40:00 
Batch 1964 / 2000  time:  2023-06-29 08:49:58 
Batch 1965 / 2000  time:  2023-06-29 08:59:52 
Batch 1966 / 2000  time:  2023-06-29 09:09:47 
Batch 1967 / 2000  time:  2023-06-29 09:19:41 
Batch 1968 / 2000  time:  2023-06-29 09:29:44 
Batch 1969 / 2000  time:  2023-06-29 09:39:42 
Batch 1970 / 2000  time:  2023-06-29 09:49:46 
Batch 1971 / 2000  time:  2023-06-29 09:59:50 
Batch 1972 / 2000  time:  2023-06-29 10:09:43 
Batch 1973 / 2000  time:  2023-06-29 10:19:46 
Batch 1974 / 2000  time:  2023-06-29 10:29:41 
Batch 1975 / 2000  time:  2023-06-29 10:39:33 
Batch 1976 / 2000  time:  2023-06-29 10:49:27 
Batch 1977 / 2000  time:  2023-06-29 10:59:32 
Batch 1978 / 2000  time:  2023-06-29 11:09:29 
Batch 1979 / 2000  time:  2023-06-29 11:19:30 
Batch 1980 / 2000  time:  2023-06-29 11:29:23 
Batch 1981 / 2000  time:  2023-06-29 11:39:18 
Batch 1982 / 2000  time:  2023-06-29 11:49:15 
Batch 1983 / 2000  time:  2023-06-29 11:59:09 
Batch 1984 / 2000  time:  2023-06-29 12:09:04 
Batch 1985 / 2000  time:  2023-06-29 12:19:01 
Batch 1986 / 2000  time:  2023-06-29 12:28:59 
Batch 1987 / 2000  time:  2023-06-29 12:38:55 
Batch 1988 / 2000  time:  2023-06-29 12:48:52 
Batch 1989 / 2000  time:  2023-06-29 12:58:46 
Batch 1990 / 2000  time:  2023-06-29 13:08:44 
Batch 1991 / 2000  time:  2023-06-29 13:18:39 
Batch 1992 / 2000  time:  2023-06-29 13:28:36 
Batch 1993 / 2000  time:  2023-06-29 13:38:34 
Batch 1994 / 2000  time:  2023-06-29 13:48:27 
Batch 1995 / 2000  time:  2023-06-29 13:58:26 
Batch 1996 / 2000  time:  2023-06-29 14:08:25 
Batch 1997 / 2000  time:  2023-06-29 14:18:21 
Batch 1998 / 2000  time:  2023-06-29 14:28:14 
Batch 1999 / 2000  time:  2023-06-29 14:38:14 
Empirical aplication  swissRailWays  has concluded at: 2023-06-29 14:48:12 
